User_Id,Session_start,Session_end,Offer_notification_click_time,Purchase_completion_time
978,2025-05-06 10:38:00,2025-05-06 11:10:00,,
979,2025-05-04 06:42:00,2025-05-04 07:05:00,2025-05-04 06:49:52,2025-05-04 07:02:45
980,2025-05-06 22:24:00,2025-05-06 22:46:00,,2025-05-06 22:43:19
981,2025-05-06 23:49:00,2025-05-07 00:45:00,2025-05-07 00:11:12,
982,2025-05-01 04:27:00,2025-05-01 05:20:00,2025-05-01 04:35:37,
983,2025-05-05 19:11:00,2025-05-05 19:50:00,,2025-05-05 19:36:58
984,2025-05-07 22:44:00,2025-05-07 23:36:00,2025-05-07 22:57:25,2025-05-07 23:20:45
985,2025-05-09 22:35:00,2025-05-09 23:48:00,2025-05-09 22:37:10,2025-05-09 22:43:43
986,2025-05-07 20:23:00,2025-05-07 21:23:00,2025-05-07 20:41:16,2025-05-07 21:06:19
987,2025-05-05 00:43:00,2025-05-05 01:40:00,,2025-05-05 01:38:02
988,2025-05-09 09:40:00,2025-05-09 10:56:00,2025-05-09 10:05:32,2025-05-09 10:38:03
989,2025-05-07 04:13:00,2025-05-07 04:39:00,,2025-05-07 04:23:43
990,2025-05-07 16:44:00,2025-05-07 18:10:00,2025-05-07 17:37:27,2025-05-07 18:06:42
991,2025-05-03 12:19:00,2025-05-03 13:03:00,,2025-05-03 12:21:36
992,2025-05-03 17:05:00,2025-05-03 18:07:00,2025-05-03 17:42:26,2025-05-03 18:06:22
993,2025-05-09 17:07:00,2025-05-09 18:21:00,,2025-05-09 17:11:42
994,2025-05-02 03:52:00,2025-05-02 05:06:00,,
995,2025-05-08 19:08:00,2025-05-08 20:36:00,2025-05-08 20:14:24,2025-05-08 19:38:04
996,2025-05-06 16:52:00,2025-05-06 17:49:00,2025-05-06 17:13:44,
997,2025-05-06 18:04:00,2025-05-06 18:50:00,2025-05-06 18:37:53,
998,2025-05-05 11:48:00,2025-05-05 12:17:00,2025-05-05 12:16:47,2025-05-05 12:16:48
999,2025-05-05 18:36:00,2025-05-05 19:04:00,,
1000,2025-05-06 17:40:00,2025-05-06 18:02:00,2025-05-06 17:53:22,2025-05-06 17:59:55
1001,2025-05-05 12:08:00,2025-05-05 12:49:00,2025-05-05 12:29:26,2025-05-05 12:32:48
1002,2025-05-04 21:29:00,2025-05-04 22:08:00,2025-05-04 21:47:41,2025-05-04 21:53:24
1003,2025-05-06 13:44:00,2025-05-06 14:13:00,2025-05-06 13:50:12,2025-05-06 14:10:21
1004,2025-05-06 05:48:00,2025-05-06 07:01:00,2025-05-06 06:38:44,
1005,2025-05-07 01:55:00,2025-05-07 03:17:00,,2025-05-07 02:38:29
1006,2025-05-05 09:23:00,2025-05-05 10:00:00,2025-05-05 09:29:46,2025-05-05 09:49:03
1007,2025-05-03 00:02:00,2025-05-03 00:37:00,2025-05-03 00:31:15,
1008,2025-05-08 10:37:00,2025-05-08 11:18:00,2025-05-08 11:01:57,
1009,2025-05-02 05:37:00,2025-05-02 06:05:00,2025-05-02 06:03:09,
1010,2025-05-03 10:20:00,2025-05-03 11:29:00,2025-05-03 10:36:29,
1011,2025-05-10 20:10:00,2025-05-10 20:50:00,,2025-05-10 20:44:26
1012,2025-05-04 00:24:00,2025-05-04 01:43:00,2025-05-04 00:33:52,
1013,2025-05-05 15:25:00,2025-05-05 16:01:00,,2025-05-05 15:39:21
1014,2025-05-10 14:25:00,2025-05-10 15:04:00,2025-05-10 14:37:17,2025-05-10 14:48:23
1015,2025-05-02 09:42:00,2025-05-02 10:34:00,,
1016,2025-05-08 06:43:00,2025-05-08 07:33:00,2025-05-08 07:02:41,
1017,2025-05-10 11:48:00,2025-05-10 13:16:00,2025-05-10 11:50:51,
1018,2025-05-03 23:48:00,2025-05-04 00:45:00,2025-05-03 23:55:20,
1019,2025-05-05 15:01:00,2025-05-05 16:20:00,2025-05-05 15:23:09,
1020,2025-05-05 21:04:00,2025-05-05 22:23:00,2025-05-05 21:10:51,
1021,2025-05-08 00:23:00,2025-05-08 01:46:00,2025-05-08 00:44:08,2025-05-08 01:36:34
1022,2025-05-10 14:46:00,2025-05-10 16:00:00,,2025-05-10 15:04:21
1023,2025-05-05 07:34:00,2025-05-05 08:06:00,2025-05-05 07:59:09,2025-05-05 08:01:04
1024,2025-05-07 22:55:00,2025-05-07 23:23:00,2025-05-07 23:12:59,
1025,2025-05-06 07:29:00,2025-05-06 08:49:00,2025-05-06 08:07:00,2025-05-06 08:30:35
1026,2025-05-03 08:16:00,2025-05-03 09:44:00,2025-05-03 08:39:57,
1027,2025-05-08 04:27:00,2025-05-08 05:15:00,2025-05-08 04:46:53,
1028,2025-05-09 16:59:00,2025-05-09 17:26:00,2025-05-09 17:18:29,
1029,2025-05-06 19:59:00,2025-05-06 20:40:00,2025-05-06 20:17:51,
1030,2025-05-05 22:24:00,2025-05-05 23:25:00,,2025-05-05 22:50:55
1031,2025-05-04 20:56:00,2025-05-04 22:11:00,,
1032,2025-05-08 11:39:00,2025-05-08 12:22:00,2025-05-08 12:05:49,
1033,2025-05-09 16:31:00,2025-05-09 17:19:00,,
1034,2025-05-08 22:35:00,2025-05-08 23:39:00,2025-05-08 22:43:21,
1035,2025-05-10 17:51:00,2025-05-10 18:56:00,2025-05-10 17:51:40,
1036,2025-05-05 03:26:00,2025-05-05 04:14:00,2025-05-05 03:56:01,
1037,2025-05-10 20:39:00,2025-05-10 21:59:00,,2025-05-10 21:51:00
1038,2025-05-03 09:16:00,2025-05-03 09:46:00,2025-05-03 09:17:15,
1039,2025-05-09 17:56:00,2025-05-09 19:26:00,,
1040,2025-05-06 20:06:00,2025-05-06 21:10:00,2025-05-06 20:48:56,
1041,2025-05-05 15:53:00,2025-05-05 17:14:00,,
1042,2025-05-05 08:26:00,2025-05-05 08:48:00,2025-05-05 08:28:05,
1043,2025-05-04 00:23:00,2025-05-04 01:04:00,,
1044,2025-05-06 09:07:00,2025-05-06 09:39:00,,
1045,2025-05-05 13:01:00,2025-05-05 13:49:00,,
1046,2025-05-07 02:23:00,2025-05-07 03:02:00,2025-05-07 02:34:32,
1047,2025-05-09 18:07:00,2025-05-09 19:03:00,2025-05-09 18:31:50,2025-05-09 18:55:06
1048,2025-05-10 05:12:00,2025-05-10 06:28:00,2025-05-10 05:22:44,
1049,2025-05-08 03:23:00,2025-05-08 04:14:00,,
1050,2025-05-08 21:28:00,2025-05-08 22:32:00,2025-05-08 21:36:52,
1051,2025-05-05 05:03:00,2025-05-05 06:14:00,2025-05-05 06:11:54,2025-05-05 06:12:45
1052,2025-05-05 13:55:00,2025-05-05 15:08:00,,
1053,2025-05-01 05:27:00,2025-05-01 06:49:00,,
1054,2025-05-02 23:43:00,2025-05-03 00:36:00,2025-05-03 00:30:15,
1055,2025-05-07 05:54:00,2025-05-07 07:04:00,,
1056,2025-05-02 17:57:00,2025-05-02 18:18:00,2025-05-02 18:11:56,2025-05-02 18:13:13
1057,2025-05-09 00:05:00,2025-05-09 00:54:00,2025-05-09 00:36:34,2025-05-09 00:44:37
1058,2025-05-10 18:31:00,2025-05-10 19:32:00,2025-05-10 19:07:27,2025-05-10 19:26:25
1059,2025-05-07 02:21:00,2025-05-07 02:53:00,,2025-05-07 02:23:17
1060,2025-05-06 10:58:00,2025-05-06 11:49:00,,2025-05-06 11:00:18
1061,2025-05-04 02:23:00,2025-05-04 03:53:00,,2025-05-04 02:32:37
1062,2025-05-10 23:05:00,2025-05-11 00:12:00,2025-05-10 23:51:10,2025-05-11 00:11:50
1063,2025-05-07 20:46:00,2025-05-07 21:20:00,,2025-05-07 21:08:48
1064,2025-05-06 11:50:00,2025-05-06 12:16:00,2025-05-06 12:09:09,2025-05-06 12:00:49
1065,2025-05-08 08:27:00,2025-05-08 09:32:00,,
1066,2025-05-03 03:40:00,2025-05-03 04:56:00,,2025-05-03 04:30:39
1067,2025-05-01 22:56:00,2025-05-01 23:22:00,,2025-05-01 23:06:30
1068,2025-05-05 16:07:00,2025-05-05 17:08:00,2025-05-05 16:32:53,
1069,2025-05-10 21:10:00,2025-05-10 22:39:00,,
1070,2025-05-10 17:24:00,2025-05-10 18:35:00,,
1071,2025-05-02 19:59:00,2025-05-02 20:45:00,2025-05-02 20:09:35,
1072,2025-05-01 23:24:00,2025-05-01 23:59:00,2025-05-01 23:28:47,2025-05-01 23:24:26
1073,2025-05-07 05:54:00,2025-05-07 07:18:00,2025-05-07 06:36:01,2025-05-07 07:08:55
1074,2025-05-04 16:16:00,2025-05-04 17:19:00,,
1075,2025-05-07 07:36:00,2025-05-07 08:17:00,,2025-05-07 07:53:32
1076,2025-05-09 05:11:00,2025-05-09 06:39:00,,2025-05-09 06:02:52
1077,2025-05-07 16:12:00,2025-05-07 17:34:00,2025-05-07 17:15:06,2025-05-07 17:22:24
1078,2025-05-08 12:04:00,2025-05-08 12:42:00,2025-05-08 12:15:45,
1079,2025-05-01 17:19:00,2025-05-01 18:09:00,2025-05-01 18:03:53,
1080,2025-05-03 00:10:00,2025-05-03 01:24:00,,2025-05-03 00:50:53
1081,2025-05-03 15:23:00,2025-05-03 16:36:00,2025-05-03 16:26:55,2025-05-03 16:32:53
1082,2025-05-01 12:25:00,2025-05-01 12:52:00,2025-05-01 12:37:03,2025-05-01 12:48:15
1083,2025-05-03 08:48:00,2025-05-03 09:50:00,,2025-05-03 09:29:06
1084,2025-05-08 16:39:00,2025-05-08 17:08:00,2025-05-08 17:06:45,2025-05-08 16:50:16
1085,2025-05-06 15:18:00,2025-05-06 16:08:00,,2025-05-06 15:30:15
1086,2025-05-07 16:12:00,2025-05-07 16:34:00,,
1087,2025-05-03 01:11:00,2025-05-03 02:28:00,,2025-05-03 01:31:47
1088,2025-05-09 19:28:00,2025-05-09 20:48:00,,2025-05-09 19:52:48
1089,2025-05-02 10:22:00,2025-05-02 11:15:00,,2025-05-02 11:11:28
1090,2025-05-09 00:32:00,2025-05-09 01:28:00,,2025-05-09 01:09:48
1091,2025-05-08 21:41:00,2025-05-08 22:06:00,,2025-05-08 22:03:50
1092,2025-05-01 17:37:00,2025-05-01 17:57:00,2025-05-01 17:50:34,2025-05-01 17:52:11
1093,2025-05-08 12:53:00,2025-05-08 13:46:00,2025-05-08 13:37:38,2025-05-08 13:44:03
1094,2025-05-06 23:17:00,2025-05-07 00:40:00,2025-05-06 23:54:50,2025-05-07 00:14:46
1095,2025-05-09 09:42:00,2025-05-09 10:59:00,2025-05-09 09:58:37,2025-05-09 10:14:41
1096,2025-05-09 23:08:00,2025-05-10 00:18:00,,2025-05-09 23:14:45
1097,2025-05-05 04:48:00,2025-05-05 05:43:00,2025-05-05 05:39:46,2025-05-05 04:52:05
1098,2025-05-03 09:25:00,2025-05-03 10:33:00,,2025-05-03 10:15:50
1099,2025-05-04 12:47:00,2025-05-04 13:20:00,2025-05-04 12:51:59,2025-05-04 13:05:53
1100,2025-05-05 08:42:00,2025-05-05 09:03:00,2025-05-05 08:57:35,2025-05-05 08:59:19
1101,2025-05-10 15:38:00,2025-05-10 16:15:00,,
1102,2025-05-06 18:27:00,2025-05-06 19:23:00,,
1103,2025-05-07 23:17:00,2025-05-08 00:02:00,2025-05-07 23:19:45,2025-05-07 23:20:14
1104,2025-05-07 06:32:00,2025-05-07 07:52:00,,
1105,2025-05-09 23:02:00,2025-05-09 23:30:00,2025-05-09 23:26:14,
1106,2025-05-01 17:07:00,2025-05-01 17:59:00,2025-05-01 17:20:12,2025-05-01 17:41:01
1107,2025-05-07 23:47:00,2025-05-08 00:17:00,2025-05-08 00:12:31,
1108,2025-05-02 00:24:00,2025-05-02 01:39:00,2025-05-02 00:34:26,
1109,2025-05-05 19:03:00,2025-05-05 20:23:00,2025-05-05 20:01:04,2025-05-05 19:27:45
1110,2025-05-04 09:32:00,2025-05-04 10:33:00,,2025-05-04 09:45:51
1111,2025-05-05 13:39:00,2025-05-05 14:36:00,2025-05-05 14:14:16,2025-05-05 14:18:24
1112,2025-05-07 18:51:00,2025-05-07 19:50:00,,
1113,2025-05-07 14:49:00,2025-05-07 16:02:00,2025-05-07 15:08:58,2025-05-07 15:45:57
1114,2025-05-04 11:59:00,2025-05-04 12:29:00,,
1115,2025-05-09 11:25:00,2025-05-09 12:32:00,,2025-05-09 12:12:22
1116,2025-05-10 08:36:00,2025-05-10 09:50:00,2025-05-10 09:37:57,
1117,2025-05-08 11:29:00,2025-05-08 12:42:00,,
1118,2025-05-05 18:42:00,2025-05-05 19:16:00,2025-05-05 19:11:00,
1119,2025-05-04 20:59:00,2025-05-04 21:42:00,,
1120,2025-05-06 03:08:00,2025-05-06 04:24:00,2025-05-06 04:04:17,
1121,2025-05-08 03:15:00,2025-05-08 04:10:00,,2025-05-08 03:17:13
1122,2025-05-09 14:53:00,2025-05-09 15:50:00,,
1123,2025-05-03 23:03:00,2025-05-04 00:01:00,2025-05-03 23:10:37,
1124,2025-05-09 05:19:00,2025-05-09 06:09:00,2025-05-09 06:06:36,
1125,2025-05-09 10:31:00,2025-05-09 11:53:00,,
1126,2025-05-08 04:54:00,2025-05-08 05:15:00,2025-05-08 05:00:13,2025-05-08 05:14:17
1127,2025-05-08 22:56:00,2025-05-09 00:22:00,2025-05-08 23:25:15,
1128,2025-05-07 22:47:00,2025-05-08 00:15:00,,
1129,2025-05-03 07:24:00,2025-05-03 08:04:00,,2025-05-03 07:34:37
1130,2025-05-07 03:44:00,2025-05-07 05:05:00,,
1131,2025-05-09 16:43:00,2025-05-09 18:10:00,2025-05-09 17:28:16,2025-05-09 17:49:12
1132,2025-05-06 13:07:00,2025-05-06 13:29:00,2025-05-06 13:13:22,
1133,2025-05-01 11:26:00,2025-05-01 11:46:00,2025-05-01 11:39:22,
1134,2025-05-07 12:39:00,2025-05-07 13:39:00,2025-05-07 12:54:25,
1135,2025-05-06 07:20:00,2025-05-06 08:47:00,,2025-05-06 08:24:29
1136,2025-05-04 04:52:00,2025-05-04 06:16:00,2025-05-04 06:13:05,
1137,2025-05-07 18:58:00,2025-05-07 19:35:00,,2025-05-07 19:03:57
1138,2025-05-02 10:18:00,2025-05-02 10:41:00,2025-05-02 10:35:57,
1139,2025-05-06 12:24:00,2025-05-06 13:27:00,2025-05-06 12:49:28,2025-05-06 13:20:46
1140,2025-05-03 21:10:00,2025-05-03 21:30:00,2025-05-03 21:27:41,
1141,2025-05-07 20:23:00,2025-05-07 21:02:00,2025-05-07 20:42:26,
1142,2025-05-06 08:29:00,2025-05-06 09:17:00,2025-05-06 08:57:25,
1143,2025-05-08 12:27:00,2025-05-08 13:36:00,,2025-05-08 13:14:22
1144,2025-05-02 12:29:00,2025-05-02 12:57:00,,
1145,2025-05-04 21:01:00,2025-05-04 22:19:00,2025-05-04 21:31:17,
1146,2025-05-04 17:58:00,2025-05-04 18:48:00,2025-05-04 18:30:11,
1147,2025-05-01 18:05:00,2025-05-01 18:49:00,2025-05-01 18:21:33,2025-05-01 18:22:34
1148,2025-05-09 05:12:00,2025-05-09 05:35:00,,
1149,2025-05-07 00:01:00,2025-05-07 01:20:00,2025-05-07 01:12:25,2025-05-07 01:15:29
1150,2025-05-03 06:46:00,2025-05-03 07:57:00,2025-05-03 07:38:44,2025-05-03 07:55:42
1151,2025-05-10 19:30:00,2025-05-10 20:32:00,,
1152,2025-05-07 19:54:00,2025-05-07 21:00:00,,
1153,2025-05-05 21:27:00,2025-05-05 21:49:00,2025-05-05 21:36:03,2025-05-05 21:44:49
1154,2025-05-10 17:08:00,2025-05-10 18:34:00,,
1155,2025-05-05 15:09:00,2025-05-05 16:15:00,2025-05-05 15:24:56,2025-05-05 16:01:42
1156,2025-05-04 03:20:00,2025-05-04 04:43:00,,2025-05-04 04:31:05
1157,2025-05-06 09:49:00,2025-05-06 10:46:00,2025-05-06 10:39:35,
1158,2025-05-05 00:48:00,2025-05-05 01:16:00,2025-05-05 00:59:41,2025-05-05 01:01:06
1159,2025-05-08 19:01:00,2025-05-08 20:20:00,2025-05-08 20:15:05,
1160,2025-05-03 03:21:00,2025-05-03 04:47:00,2025-05-03 03:43:02,
1161,2025-05-06 04:01:00,2025-05-06 05:02:00,2025-05-06 05:00:52,
1162,2025-05-01 14:05:00,2025-05-01 15:04:00,,2025-05-01 14:43:46
1163,2025-05-04 08:49:00,2025-05-04 09:16:00,,2025-05-04 09:06:38
1164,2025-05-02 11:34:00,2025-05-02 12:49:00,,
1165,2025-05-09 13:10:00,2025-05-09 14:25:00,,2025-05-09 13:24:46
1166,2025-05-02 02:34:00,2025-05-02 03:36:00,,2025-05-02 03:21:21
1167,2025-05-03 22:17:00,2025-05-03 22:48:00,2025-05-03 22:20:55,
1168,2025-05-09 06:44:00,2025-05-09 07:20:00,2025-05-09 07:16:18,
1169,2025-05-02 01:33:00,2025-05-02 02:48:00,2025-05-02 02:05:21,2025-05-02 02:11:41
1170,2025-05-10 03:27:00,2025-05-10 04:56:00,,2025-05-10 03:38:15
1171,2025-05-02 14:01:00,2025-05-02 15:27:00,2025-05-02 14:04:59,
1172,2025-05-02 06:06:00,2025-05-02 07:18:00,,2025-05-02 07:03:56
1173,2025-05-01 19:47:00,2025-05-01 20:27:00,,
1174,2025-05-08 16:17:00,2025-05-08 16:49:00,2025-05-08 16:34:53,
1175,2025-05-10 09:35:00,2025-05-10 10:38:00,,2025-05-10 10:33:12
1176,2025-05-07 22:24:00,2025-05-07 23:02:00,2025-05-07 22:46:47,2025-05-07 22:53:41
1177,2025-05-01 08:55:00,2025-05-01 09:37:00,2025-05-01 09:36:45,2025-05-01 09:36:47
1178,2025-05-01 21:35:00,2025-05-01 22:58:00,2025-05-01 22:57:31,2025-05-01 21:47:34
1179,2025-05-02 01:15:00,2025-05-02 02:30:00,2025-05-02 02:19:52,2025-05-02 02:24:06
1180,2025-05-05 02:21:00,2025-05-05 03:01:00,,
1181,2025-05-05 13:31:00,2025-05-05 14:32:00,,
1182,2025-05-09 06:28:00,2025-05-09 07:11:00,2025-05-09 06:49:57,2025-05-09 07:09:12
1183,2025-05-02 18:50:00,2025-05-02 20:18:00,2025-05-02 19:50:30,2025-05-02 20:16:26
1184,2025-05-08 11:49:00,2025-05-08 12:29:00,2025-05-08 12:15:28,2025-05-08 12:26:32
1185,2025-05-03 07:39:00,2025-05-03 08:55:00,2025-05-03 08:53:01,2025-05-03 08:54:52
1186,2025-05-09 05:16:00,2025-05-09 06:06:00,,
1187,2025-05-02 17:40:00,2025-05-02 19:04:00,,
1188,2025-05-06 22:02:00,2025-05-06 23:05:00,,2025-05-06 22:22:11
1189,2025-05-09 17:03:00,2025-05-09 17:23:00,,
1190,2025-05-07 22:53:00,2025-05-08 00:17:00,2025-05-07 23:52:31,
1191,2025-05-08 23:49:00,2025-05-09 00:46:00,,2025-05-09 00:34:30
1192,2025-05-02 09:16:00,2025-05-02 10:15:00,,2025-05-02 09:32:53
1193,2025-05-01 06:56:00,2025-05-01 08:09:00,2025-05-01 07:05:45,2025-05-01 06:57:41
1194,2025-05-10 19:54:00,2025-05-10 21:22:00,,
1195,2025-05-01 08:28:00,2025-05-01 09:47:00,,2025-05-01 09:31:33
1196,2025-05-06 09:39:00,2025-05-06 11:09:00,,
1197,2025-05-08 03:30:00,2025-05-08 04:28:00,2025-05-08 04:27:25,
1198,2025-05-09 07:12:00,2025-05-09 08:14:00,2025-05-09 08:06:57,2025-05-09 08:07:40
1199,2025-05-03 03:22:00,2025-05-03 04:09:00,2025-05-03 03:42:10,
1200,2025-05-05 22:28:00,2025-05-05 23:06:00,2025-05-05 22:37:12,
1201,2025-05-04 17:26:00,2025-05-04 17:47:00,2025-05-04 17:26:56,2025-05-04 17:37:12
1202,2025-05-03 17:27:00,2025-05-03 17:47:00,,
1203,2025-05-02 06:43:00,2025-05-02 07:44:00,,2025-05-02 07:13:35
1204,2025-05-03 06:09:00,2025-05-03 07:25:00,2025-05-03 06:46:05,2025-05-03 07:20:37
1205,2025-05-05 14:26:00,2025-05-05 15:55:00,,2025-05-05 14:38:48
1206,2025-05-07 06:18:00,2025-05-07 07:26:00,2025-05-07 06:25:32,
1207,2025-05-07 06:06:00,2025-05-07 06:56:00,2025-05-07 06:09:37,2025-05-07 06:46:01
1208,2025-05-06 06:53:00,2025-05-06 07:22:00,2025-05-06 07:03:16,2025-05-06 07:07:56
1209,2025-05-10 16:50:00,2025-05-10 18:09:00,,
1210,2025-05-03 05:45:00,2025-05-03 07:10:00,2025-05-03 05:45:23,2025-05-03 06:12:03
1211,2025-05-10 15:07:00,2025-05-10 15:32:00,,2025-05-10 15:13:34
1212,2025-05-01 02:00:00,2025-05-01 03:21:00,,2025-05-01 02:14:01
1213,2025-05-10 08:01:00,2025-05-10 09:20:00,2025-05-10 09:16:13,2025-05-10 09:19:34
1214,2025-05-07 21:09:00,2025-05-07 22:07:00,,
1215,2025-05-07 13:36:00,2025-05-07 14:47:00,,
1216,2025-05-02 05:35:00,2025-05-02 06:08:00,,
1217,2025-05-01 16:24:00,2025-05-01 16:58:00,2025-05-01 16:24:18,
1218,2025-05-04 04:21:00,2025-05-04 05:10:00,,2025-05-04 05:08:45
1219,2025-05-04 06:26:00,2025-05-04 07:23:00,2025-05-04 06:52:36,2025-05-04 06:52:19
1220,2025-05-05 10:01:00,2025-05-05 11:30:00,,
1221,2025-05-07 11:38:00,2025-05-07 12:03:00,,2025-05-07 11:41:19
1222,2025-05-06 01:50:00,2025-05-06 02:25:00,2025-05-06 02:11:47,2025-05-06 02:14:10
1223,2025-05-05 12:41:00,2025-05-05 13:24:00,2025-05-05 13:17:55,2025-05-05 13:21:58
1224,2025-05-07 18:41:00,2025-05-07 20:04:00,,2025-05-07 18:59:47
1225,2025-05-04 04:47:00,2025-05-04 05:22:00,2025-05-04 05:07:33,2025-05-04 05:00:12
1226,2025-05-01 08:59:00,2025-05-01 10:29:00,2025-05-01 10:13:37,
1227,2025-05-04 19:52:00,2025-05-04 20:36:00,,
1228,2025-05-01 18:02:00,2025-05-01 18:51:00,2025-05-01 18:50:33,2025-05-01 18:50:48
1229,2025-05-01 03:47:00,2025-05-01 04:58:00,,
1230,2025-05-05 06:27:00,2025-05-05 07:16:00,2025-05-05 06:33:42,2025-05-05 06:33:56
1231,2025-05-06 18:53:00,2025-05-06 19:53:00,2025-05-06 19:52:10,2025-05-06 19:04:50
1232,2025-05-10 04:25:00,2025-05-10 04:49:00,,
1233,2025-05-09 05:23:00,2025-05-09 05:58:00,2025-05-09 05:36:36,
1234,2025-05-09 11:31:00,2025-05-09 12:25:00,2025-05-09 11:39:30,2025-05-09 12:04:12
1235,2025-05-03 06:17:00,2025-05-03 07:07:00,2025-05-03 06:32:02,
1236,2025-05-06 06:46:00,2025-05-06 07:31:00,,
1237,2025-05-04 18:49:00,2025-05-04 19:40:00,,2025-05-04 18:53:52
1238,2025-05-07 01:42:00,2025-05-07 02:33:00,2025-05-07 02:28:50,
1239,2025-05-10 18:45:00,2025-05-10 19:08:00,,2025-05-10 19:02:49
1240,2025-05-05 03:55:00,2025-05-05 05:01:00,2025-05-05 04:12:52,2025-05-05 04:55:50
1241,2025-05-01 02:07:00,2025-05-01 02:36:00,,
1242,2025-05-04 06:12:00,2025-05-04 07:03:00,,
1243,2025-05-09 14:14:00,2025-05-09 15:20:00,,
1244,2025-05-04 16:12:00,2025-05-04 16:40:00,2025-05-04 16:27:40,
1245,2025-05-09 15:22:00,2025-05-09 16:40:00,2025-05-09 16:33:39,
1246,2025-05-02 05:40:00,2025-05-02 07:08:00,,2025-05-02 06:31:42
1247,2025-05-01 17:23:00,2025-05-01 17:47:00,,2025-05-01 17:34:40
1248,2025-05-07 03:56:00,2025-05-07 04:40:00,2025-05-07 04:37:19,2025-05-07 04:39:45
1249,2025-05-06 21:09:00,2025-05-06 21:29:00,2025-05-06 21:14:10,2025-05-06 21:14:46
1250,2025-05-02 17:47:00,2025-05-02 18:47:00,2025-05-02 17:53:50,
1251,2025-05-09 06:24:00,2025-05-09 07:30:00,,
1252,2025-05-08 19:39:00,2025-05-08 20:23:00,,
1253,2025-05-02 05:44:00,2025-05-02 06:33:00,2025-05-02 06:00:24,
1254,2025-05-03 20:15:00,2025-05-03 21:30:00,2025-05-03 21:13:06,2025-05-03 20:25:52
1255,2025-05-07 11:21:00,2025-05-07 12:01:00,,2025-05-07 11:32:01
1256,2025-05-01 08:13:00,2025-05-01 09:42:00,2025-05-01 09:14:05,2025-05-01 09:22:47
1257,2025-05-02 09:31:00,2025-05-02 10:44:00,2025-05-02 09:36:45,2025-05-02 10:31:15
1258,2025-05-04 09:14:00,2025-05-04 09:49:00,,2025-05-04 09:33:42
1259,2025-05-06 19:28:00,2025-05-06 20:01:00,,2025-05-06 19:28:32
1260,2025-05-09 12:33:00,2025-05-09 13:28:00,2025-05-09 13:02:38,2025-05-09 13:07:41
1261,2025-05-06 01:02:00,2025-05-06 02:32:00,,
1262,2025-05-09 10:24:00,2025-05-09 11:42:00,,2025-05-09 11:04:19
1263,2025-05-05 10:27:00,2025-05-05 11:09:00,,2025-05-05 10:58:20
1264,2025-05-09 00:16:00,2025-05-09 01:33:00,2025-05-09 00:35:26,
1265,2025-05-04 11:04:00,2025-05-04 11:24:00,2025-05-04 11:11:03,2025-05-04 11:22:15
1266,2025-05-02 04:29:00,2025-05-02 05:32:00,2025-05-02 05:25:22,2025-05-02 05:28:13
1267,2025-05-03 23:49:00,2025-05-04 00:57:00,2025-05-04 00:12:23,
1268,2025-05-08 12:13:00,2025-05-08 13:33:00,,2025-05-08 12:50:13
1269,2025-05-05 21:05:00,2025-05-05 22:17:00,,
1270,2025-05-04 08:03:00,2025-05-04 08:45:00,2025-05-04 08:24:22,2025-05-04 08:28:02
1271,2025-05-01 03:01:00,2025-05-01 03:28:00,,
1272,2025-05-09 21:14:00,2025-05-09 21:54:00,2025-05-09 21:21:29,
1273,2025-05-01 23:53:00,2025-05-02 01:18:00,2025-05-02 01:10:46,
1274,2025-05-10 18:06:00,2025-05-10 19:35:00,2025-05-10 19:26:55,
1275,2025-05-02 16:07:00,2025-05-02 16:48:00,2025-05-02 16:15:18,
1276,2025-05-02 05:53:00,2025-05-02 06:23:00,2025-05-02 05:57:34,
1277,2025-05-04 01:34:00,2025-05-04 02:19:00,2025-05-04 01:48:20,
1278,2025-05-05 05:43:00,2025-05-05 06:24:00,2025-05-05 06:06:23,2025-05-05 06:23:21
1279,2025-05-01 09:33:00,2025-05-01 10:18:00,2025-05-01 09:36:10,
1280,2025-05-10 04:56:00,2025-05-10 05:48:00,2025-05-10 05:01:14,2025-05-10 05:05:37
1281,2025-05-04 04:43:00,2025-05-04 05:59:00,,2025-05-04 04:53:23
1282,2025-05-08 05:49:00,2025-05-08 06:22:00,,
1283,2025-05-03 12:11:00,2025-05-03 13:29:00,,
1284,2025-05-04 09:44:00,2025-05-04 11:00:00,,
1285,2025-05-10 00:37:00,2025-05-10 01:24:00,,
1286,2025-05-03 18:10:00,2025-05-03 18:59:00,2025-05-03 18:15:30,2025-05-03 18:27:48
1287,2025-05-09 22:39:00,2025-05-09 23:41:00,,
1288,2025-05-10 15:33:00,2025-05-10 16:08:00,2025-05-10 16:02:22,2025-05-10 16:02:44
1289,2025-05-08 04:15:00,2025-05-08 05:37:00,2025-05-08 04:18:55,2025-05-08 05:32:37
1290,2025-05-09 14:11:00,2025-05-09 15:03:00,2025-05-09 14:12:57,2025-05-09 14:11:04
1291,2025-05-10 08:23:00,2025-05-10 08:51:00,2025-05-10 08:48:52,
1292,2025-05-05 22:15:00,2025-05-05 23:02:00,,2025-05-05 22:18:09
1293,2025-05-05 14:37:00,2025-05-05 15:56:00,,
1294,2025-05-02 12:43:00,2025-05-02 13:31:00,,
1295,2025-05-10 02:36:00,2025-05-10 03:19:00,2025-05-10 02:44:25,2025-05-10 02:58:52
